edad,trabajo,estado civil,educación,incumplimiento,saldo,vivienda,préstamo,contacto,día,mes,duración,campaña,días,anterior,resultado,y
36,services,casado,secundaria,no,-302,sí,no,celular,13,may,36,2,-1,0,desconocido,no
47,blue-collar,divorciado,primaria,no,409,sí,no,celular,13,may,143,2,364,1,otro,no
38,blue-collar,casado,primaria,no,168,sí,sí,teléfono,13,may,212,3,-1,0,desconocido,no
34,blue-collar,casado,secundaria,no,3778,sí,no,teléfono,13,may,259,3,-1,0,desconocido,no
31,services,casado,secundaria,no,143,sí,no,celular,13,may,221,2,-1,0,desconocido,no
35,unemployed,soltero,secundaria,no,9,sí,no,celular,13,may,84,2,364,2,fracaso,no
42,management,casado,terciaria,no,1162,sí,no,celular,13,may,406,5,364,1,otro,no
41,blue-collar,casado,secundaria,no,-664,sí,sí,celular,13,may,185,4,-1,0,desconocido,no
45,technician,divorciado,secundaria,no,809,sí,no,celular,13,may,155,2,363,4,fracaso,no
31,unemployed,casado,terciaria,no,232,sí,no,celular,13,may,53,3,-1,0,desconocido,no
51,services,casado,secundaria,no,107,sí,no,teléfono,13,may,99,2,369,4,fracaso,no
34,blue-collar,soltero,secundaria,no,39,no,no,celular,13,may,254,2,299,3,fracaso,no
38,blue-collar,divorciado,primaria,no,0,sí,no,celular,13,may,531,2,-1,0,desconocido,sí
33,blue-collar,casado,primaria,no,324,sí,no,celular,13,may,217,2,-1,0,desconocido,no
51,blue-collar,casado,primaria,no,1203,sí,sí,teléfono,13,may,25,4,350,7,fracaso,no
38,technician,soltero,terciaria,no,69,sí,no,celular,13,may,253,3,-1,0,desconocido,no
40,blue-collar,casado,primaria,no,104,sí,no,celular,13,may,277,2,343,2,fracaso,no
36,blue-collar,casado,primaria,no,2040,sí,no,celular,13,may,125,2,-1,0,desconocido,no
37,admin.,casado,secundaria,no,68,sí,sí,celular,13,may,151,2,351,1,fracaso,no
30,blue-collar,soltero,primaria,no,17,sí,no,celular,13,may,125,3,-1,0,desconocido,no
35,housemaid,soltero,secundaria,no,-122,sí,sí,celular,13,may,97,5,-1,0,desconocido,no
52,management,divorciado,secundaria,no,-607,sí,no,celular,13,may,449,6,-1,0,desconocido,no
34,blue-collar,casado,secundaria,no,113,sí,no,celular,13,may,16,2,-1,0,desconocido,no
45,admin.,casado,secundaria,no,358,sí,no,celular,13,may,134,2,-1,0,desconocido,no
35,blue-collar,casado,secundaria,no,635,sí,no,celular,13,may,265,2,-1,0,desconocido,no
36,blue-collar,casado,primaria,no,38,sí,sí,celular,13,may,285,2,335,1,otro,no
49,admin.,soltero,primaria,no,655,sí,no,celular,13,may,32,5,-1,0,desconocido,no
42,blue-collar,casado,primaria,no,21,sí,no,celular,13,may,383,5,288,11,otro,no
52,management,casado,terciaria,no,0,sí,no,teléfono,13,may,179,3,257,6,otro,no
55,retired,casado,secundaria,no,1279,sí,no,celular,13,may,446,3,357,8,otro,no
33,blue-collar,casado,primaria,no,142,sí,no,celular,13,may,136,5,-1,0,desconocido,no
44,admin.,divorciado,terciaria,no,994,sí,no,celular,13,may,420,3,-1,0,desconocido,no
39,blue-collar,casado,secundaria,no,0,sí,no,celular,13,may,513,3,176,2,fracaso,no
40,management,casado,terciaria,no,342,sí,no,celular,13,may,133,4,-1,0,desconocido,no
42,services,casado,secundaria,no,108,sí,sí,celular,13,may,225,2,365,7,fracaso,no
32,blue-collar,casado,secundaria,no,335,sí,no,celular,13,may,240,3,370,1,fracaso,no
27,management,soltero,terciaria,no,205,no,no,celular,13,may,204,3,-1,0,desconocido,no
35,blue-collar,casado,primaria,no,298,sí,no,celular,13,may,135,2,370,2,fracaso,no
47,blue-collar,casado,desconocido,no,878,sí,no,celular,13,may,245,4,-1,0,desconocido,no
30,technician,soltero,terciaria,no,106,sí,no,celular,13,may,119,3,-1,0,desconocido,no
29,services,divorciado,secundaria,no,-7,sí,no,celular,13,may,1279,3,-1,0,desconocido,sí
29,services,casado,secundaria,no,182,sí,no,teléfono,13,may,38,3,-1,0,desconocido,no
48,technician,casado,secundaria,no,-38,sí,no,celular,13,may,331,3,-1,0,desconocido,no
33,technician,casado,secundaria,no,668,sí,sí,celular,13,may,771,2,173,4,otro,no
32,services,casado,terciaria,no,4908,no,sí,celular,13,may,491,2,-1,0,desconocido,no
40,blue-collar,casado,primaria,no,830,sí,no,celular,13,may,873,3,370,2,fracaso,sí
32,technician,soltero,terciaria,no,0,sí,sí,celular,13,may,440,2,-1,0,desconocido,sí
55,technician,casado,terciaria,no,639,sí,no,teléfono,13,may,992,5,370,3,otro,no
38,blue-collar,casado,primaria,no,4406,sí,no,teléfono,13,may,689,2,-1,0,desconocido,sí
37,blue-collar,casado,secundaria,no,121,sí,sí,celular,13,may,302,4,-1,0,desconocido,no
31,services,soltero,secundaria,no,1510,sí,no,celular,13,may,72,4,176,1,fracaso,no
44,services,casado,secundaria,no,4837,sí,no,celular,13,may,324,3,-1,0,desconocido,no
53,technician,casado,secundaria,no,6831,no,no,celular,13,may,1130,2,-1,0,desconocido,sí
41,management,casado,terciaria,no,1204,sí,sí,celular,13,may,310,2,-1,0,desconocido,no
52,entrepreneur,casado,secundaria,no,3332,sí,sí,celular,13,may,182,4,-1,0,desconocido,no
35,blue-collar,soltero,desconocido,no,597,sí,no,celular,13,may,1309,2,-1,0,desconocido,no
38,unemployed,soltero,secundaria,no,1354,sí,no,celular,13,may,364,2,343,4,fracaso,no
49,entrepreneur,casado,terciaria,no,4976,sí,no,celular,13,may,36,9,173,1,fracaso,no
29,blue-collar,soltero,primaria,no,1768,sí,no,celular,13,may,426,3,344,1,otro,no
35,technician,casado,secundaria,no,-255,sí,no,celular,13,may,196,3,265,2,fracaso,no
33,technician,soltero,secundaria,no,181,sí,no,celular,13,may,25,7,-1,0,desconocido,no
32,blue-collar,casado,secundaria,no,-446,no,no,celular,13,may,126,2,344,1,fracaso,no
39,management,soltero,terciaria,no,30,sí,no,celular,13,may,201,3,-1,0,desconocido,no
42,services,divorciado,secundaria,no,83,no,no,celular,13,may,300,5,358,6,fracaso,no
35,services,divorciado,secundaria,no,78,sí,no,teléfono,13,may,630,3,371,3,fracaso,no
47,services,soltero,secundaria,no,897,sí,no,teléfono,13,may,48,4,176,2,fracaso,no
45,admin.,casado,secundaria,no,1501,sí,no,celular,13,may,189,3,-1,0,desconocido,no
30,management,soltero,terciaria,no,2,sí,sí,celular,13,may,305,8,-1,0,desconocido,no
32,technician,casado,terciaria,no,396,sí,no,celular,13,may,205,3,-1,0,desconocido,no
27,student,soltero,secundaria,no,89,sí,no,celular,14,may,68,3,-1,0,desconocido,no
35,services,casado,secundaria,no,1417,sí,no,celular,14,may,65,3,-1,0,desconocido,no
34,management,casado,terciaria,no,186,sí,no,celular,14,may,115,3,-1,0,desconocido,no
32,services,soltero,secundaria,no,385,sí,no,celular,14,may,247,2,-1,0,desconocido,no
51,entrepreneur,casado,secundaria,no,934,sí,sí,celular,14,may,164,3,-1,0,desconocido,no
28,blue-collar,soltero,secundaria,no,5,sí,no,celular,14,may,178,2,360,3,fracaso,no
26,services,soltero,terciaria,no,130,sí,no,celular,14,may,24,7,302,1,fracaso,no
29,admin.,soltero,secundaria,no,65,sí,no,celular,14,may,9,6,-1,0,desconocido,no
38,management,divorciado,terciaria,no,1149,sí,no,celular,14,may,91,4,-1,0,desconocido,no
42,blue-collar,casado,primaria,no,1398,no,no,teléfono,14,may,36,6,-1,0,desconocido,no
31,management,casado,terciaria,no,22546,sí,no,celular,14,may,8,6,267,4,fracaso,no
37,services,casado,secundaria,no,1140,sí,no,celular,14,may,33,3,-1,0,desconocido,no
37,blue-collar,casado,secundaria,no,3269,sí,sí,celular,14,may,121,2,-1,0,desconocido,no
28,blue-collar,casado,primaria,no,674,sí,no,teléfono,14,may,921,4,-1,0,desconocido,no
30,blue-collar,casado,secundaria,no,2583,sí,no,celular,14,may,436,3,-1,0,desconocido,no
35,blue-collar,casado,desconocido,no,568,sí,no,celular,14,may,119,2,293,1,fracaso,no
35,blue-collar,soltero,primaria,no,1284,sí,no,teléfono,14,may,13,5,-1,0,desconocido,no
45,blue-collar,casado,primaria,no,528,sí,no,celular,14,may,16,7,-1,0,desconocido,no
40,blue-collar,soltero,primaria,no,2226,sí,no,teléfono,14,may,7,7,-1,0,desconocido,no
34,services,soltero,secundaria,no,183,sí,no,celular,14,may,259,4,-1,0,desconocido,no
55,entrepreneur,divorciado,terciaria,no,903,sí,no,teléfono,14,may,536,3,-1,0,desconocido,no
40,services,divorciado,secundaria,no,131,sí,no,celular,14,may,102,3,-1,0,desconocido,no
32,blue-collar,casado,secundaria,no,822,sí,no,celular,14,may,19,8,366,6,fracaso,no
33,management,casado,secundaria,no,-224,sí,no,celular,14,may,152,2,259,8,otro,no
56,blue-collar,casado,secundaria,no,126,no,no,celular,14,may,113,2,-1,0,desconocido,no
30,blue-collar,soltero,secundaria,no,348,sí,no,celular,14,may,14,3,358,1,otro,no
34,technician,divorciado,secundaria,no,175,sí,no,celular,14,may,21,8,-1,0,desconocido,no
28,admin.,soltero,secundaria,no,20,sí,no,celular,14,may,17,5,370,4,otro,no
47,admin.,casado,secundaria,no,120,sí,no,teléfono,14,may,18,6,365,11,fracaso,no
46,blue-collar,casado,secundaria,no,2836,sí,no,celular,14,may,13,7,358,7,otro,no
45,blue-collar,soltero,secundaria,sí,0,sí,no,celular,14,may,17,7,287,13,otro,no
42,blue-collar,casado,primaria,no,325,sí,no,celular,14,may,99,4,-1,0,desconocido,no
39,management,casado,terciaria,no,0,sí,no,celular,14,may,11,15,261,38,fracaso,no
44,services,divorciado,secundaria,no,206,sí,no,celular,14,may,78,1,365,1,fracaso,no
31,management,casado,secundaria,no,466,sí,no,celular,14,may,164,1,-1,0,desconocido,no
49,services,casado,terciaria,no,411,no,no,teléfono,14,may,9,6,-1,0,desconocido,no
44,services,divorciado,secundaria,no,130,sí,no,celular,14,may,263,1,371,1,fracaso,no
56,blue-collar,casado,secundaria,no,244,sí,no,celular,14,may,465,3,-1,0,desconocido,no
43,blue-collar,casado,secundaria,no,1437,sí,no,celular,14,may,94,1,-1,0,desconocido,no
36,admin.,divorciado,secundaria,no,437,sí,no,celular,14,may,722,2,344,1,éxito,sí
33,management,soltero,secundaria,no,1615,sí,no,celular,14,may,178,8,174,3,fracaso,no
49,technician,casado,secundaria,no,-205,sí,sí,celular,14,may,6,6,309,1,fracaso,no
43,blue-collar,soltero,secundaria,no,276,sí,no,celular,14,may,33,6,-1,0,desconocido,no
33,admin.,casado,secundaria,no,1521,sí,no,celular,14,may,222,1,-1,0,desconocido,no
34,blue-collar,casado,secundaria,no,529,sí,no,celular,14,may,325,1,351,3,fracaso,no
26,management,soltero,terciaria,no,3944,sí,no,celular,14,may,974,2,-1,0,desconocido,sí
32,management,soltero,terciaria,no,469,sí,no,celular,14,may,925,1,-1,0,desconocido,no
43,management,casado,terciaria,no,1712,sí,no,celular,14,may,254,11,-1,0,desconocido,no
35,technician,casado,terciaria,no,-269,sí,sí,celular,14,may,344,4,-1,0,desconocido,no
58,services,casado,primaria,no,2946,sí,no,celular,14,may,467,1,-1,0,desconocido,sí
55,self-employed,casado,secundaria,no,203,sí,no,teléfono,14,may,9,5,174,12,otro,no
33,admin.,soltero,secundaria,no,223,sí,sí,celular,14,may,15,11,352,4,fracaso,no
54,admin.,soltero,secundaria,no,3344,sí,no,celular,14,may,12,8,-1,0,desconocido,no
27,blue-collar,casado,secundaria,no,1028,sí,sí,celular,14,may,580,1,329,1,fracaso,no
36,blue-collar,casado,desconocido,no,1336,sí,sí,celular,14,may,42,7,-1,0,desconocido,no
35,blue-collar,casado,secundaria,no,257,sí,no,celular,14,may,186,1,-1,0,desconocido,no
33,management,soltero,terciaria,no,283,sí,no,celular,14,may,40,1,-1,0,desconocido,no
26,blue-collar,soltero,primaria,no,619,sí,sí,celular,14,may,720,1,352,1,fracaso,no
36,services,casado,secundaria,no,3988,sí,sí,celular,14,may,141,1,-1,0,desconocido,no
33,services,soltero,secundaria,no,100,sí,no,celular,14,may,11,8,297,7,otro,no
44,blue-collar,casado,secundaria,no,-182,sí,sí,celular,14,may,10,10,-1,0,desconocido,no
28,blue-collar,soltero,primaria,no,54,sí,no,celular,14,may,533,1,371,1,otro,sí
37,services,divorciado,secundaria,no,241,sí,no,celular,14,may,189,1,371,1,fracaso,no
37,technician,soltero,secundaria,no,2139,sí,no,celular,14,may,146,3,-1,0,desconocido,no
33,blue-collar,casado,primaria,no,149,sí,no,celular,14,may,21,2,-1,0,desconocido,no
31,services,casado,secundaria,no,179,sí,no,celular,14,may,365,1,351,1,fracaso,no
33,technician,soltero,secundaria,no,1733,sí,no,celular,14,may,895,3,-1,0,desconocido,no
41,blue-collar,casado,desconocido,no,2361,no,no,celular,14,may,91,1,-1,0,desconocido,no
39,technician,casado,secundaria,no,133,sí,no,celular,14,may,84,4,352,4,otro,no
32,management,casado,terciaria,no,62,sí,no,celular,14,may,166,1,-1,0,desconocido,no
31,blue-collar,soltero,secundaria,no,982,sí,no,celular,14,may,182,1,-1,0,desconocido,no
32,services,soltero,secundaria,no,159,sí,sí,celular,14,may,46,1,-1,0,desconocido,no
32,technician,soltero,terciaria,no,13711,sí,no,celular,14,may,638,1,175,3,éxito,no
48,blue-collar,divorciado,secundaria,no,2071,no,no,celular,14,may,127,1,-1,0,desconocido,no
39,blue-collar,soltero,secundaria,no,523,sí,no,celular,14,may,306,1,-1,0,desconocido,no
52,management,casado,secundaria,no,2216,sí,sí,celular,14,may,161,1,332,8,fracaso,no
49,blue-collar,casado,secundaria,no,-454,sí,no,celular,14,may,558,1,-1,0,desconocido,sí
32,admin.,soltero,secundaria,no,-133,sí,no,celular,14,may,119,1,352,2,fracaso,no
34,blue-collar,casado,primaria,no,-204,sí,no,celular,14,may,61,6,-1,0,desconocido,no
32,services,soltero,desconocido,no,6145,sí,no,celular,14,may,362,1,287,13,fracaso,no
33,management,casado,terciaria,no,0,sí,sí,celular,14,may,83,2,-1,0,desconocido,no
35,blue-collar,divorciado,secundaria,no,-566,sí,no,celular,14,may,151,2,353,2,fracaso,no
39,blue-collar,casado,secundaria,no,49,sí,no,celular,14,may,566,1,370,2,fracaso,no
33,blue-collar,casado,secundaria,no,1233,sí,no,celular,14,may,141,1,-1,0,desconocido,no
31,admin.,soltero,secundaria,no,1270,sí,no,celular,14,may,291,1,364,1,otro,no
28,admin.,casado,secundaria,no,84,sí,sí,celular,14,may,287,1,-1,0,desconocido,no
29,admin.,soltero,secundaria,no,25,sí,no,celular,14,may,244,1,343,2,fracaso,no
26,blue-collar,soltero,secundaria,no,1006,sí,no,celular,14,may,667,1,-1,0,desconocido,sí
38,services,casado,secundaria,no,934,sí,no,celular,14,may,715,1,-1,0,desconocido,sí
38,blue-collar,divorciado,secundaria,no,2048,no,sí,celular,14,may,123,1,-1,0,desconocido,no
31,blue-collar,casado,secundaria,no,125,sí,no,celular,14,may,201,1,350,2,fracaso,no
31,blue-collar,soltero,terciaria,no,328,sí,no,celular,14,may,414,1,175,1,fracaso,no
28,student,soltero,terciaria,no,170,no,no,teléfono,14,may,16,5,-1,0,desconocido,no
37,management,soltero,terciaria,no,833,sí,no,celular,14,may,212,1,-1,0,desconocido,no
31,blue-collar,casado,primaria,no,554,sí,no,celular,14,may,317,1,352,5,fracaso,no
44,blue-collar,casado,secundaria,no,500,sí,no,celular,14,may,86,2,304,2,fracaso,no
32,blue-collar,casado,secundaria,no,22,sí,no,celular,14,may,145,1,-1,0,desconocido,no
32,blue-collar,casado,secundaria,no,1914,sí,no,celular,14,may,532,1,358,1,fracaso,no
52,admin.,divorciado,secundaria,no,1135,sí,no,celular,14,may,248,1,-1,0,desconocido,no
47,admin.,divorciado,secundaria,no,980,sí,no,celular,14,may,158,1,-1,0,desconocido,no
46,technician,casado,terciaria,no,217,sí,no,celular,14,may,141,1,346,2,otro,no
41,blue-collar,casado,secundaria,no,14,sí,no,celular,14,may,161,3,-1,0,desconocido,no
30,student,soltero,terciaria,no,31,sí,no,celular,14,may,23,1,-1,0,desconocido,no
40,services,casado,secundaria,no,438,sí,no,teléfono,14,may,276,1,-1,0,desconocido,no
46,management,divorciado,terciaria,no,225,sí,no,celular,14,may,201,1,345,1,otro,no
44,management,casado,desconocido,no,415,sí,no,teléfono,14,may,7,7,-1,0,desconocido,no
36,management,casado,terciaria,no,242,sí,no,celular,14,may,20,1,-1,0,desconocido,no
38,admin.,casado,secundaria,no,66,sí,no,celular,14,may,51,1,365,7,fracaso,no
35,blue-collar,casado,primaria,no,602,sí,no,celular,14,may,467,6,-1,0,desconocido,no
36,management,casado,terciaria,no,532,sí,no,celular,14,may,603,1,-1,0,desconocido,no
28,services,casado,primaria,no,3,sí,no,celular,14,may,9,1,-1,0,desconocido,no
38,technician,soltero,terciaria,no,744,sí,no,celular,14,may,283,1,288,12,otro,no
36,self-employed,casado,terciaria,no,307,sí,no,celular,14,may,341,1,330,2,otro,no
36,admin.,divorciado,secundaria,no,869,sí,no,celular,14,may,102,1,350,1,fracaso,no
49,blue-collar,casado,terciaria,no,1769,sí,no,celular,14,may,283,2,-1,0,desconocido,no
54,services,casado,primaria,no,8,sí,no,celular,14,may,143,1,-1,0,desconocido,no
44,admin.,divorciado,secundaria,no,2999,sí,no,celular,14,may,717,1,-1,0,desconocido,sí
28,blue-collar,soltero,secundaria,no,61,sí,no,celular,14,may,428,3,-1,0,desconocido,no
38,services,divorciado,secundaria,no,6182,sí,no,celular,14,may,484,3,177,1,otro,no
33,management,soltero,terciaria,no,5145,sí,no,celular,14,may,338,1,175,2,otro,no
43,blue-collar,divorciado,no registra,no,688,sí,no,celular,14,may,149,3,-1,0,desconocido,no
43,blue-collar,casado,secundaria,no,117,sí,no,celular,14,may,73,1,370,1,fracaso,no
47,technician,casado,secundaria,no,417,sí,no,celular,14,may,94,1,-1,0,desconocido,no
43,blue-collar,soltero,secundaria,no,592,sí,no,celular,14,may,260,1,-1,0,desconocido,no
38,management,soltero,terciaria,no,-119,sí,no,celular,14,may,185,1,-1,0,desconocido,no
23,blue-collar,casado,secundaria,no,0,sí,no,celular,14,may,223,1,-1,0,desconocido,no
36,management,soltero,terciaria,no,85,no,no,celular,14,may,76,1,-1,0,desconocido,no
56,blue-collar,casado,primaria,no,828,sí,no,celular,14,may,214,1,349,1,fracaso,no
49,management,casado,terciaria,no,85,sí,no,celular,14,may,590,5,359,1,otro,sí
40,retired,divorciado,primaria,no,919,sí,no,celular,14,may,103,2,-1,0,desconocido,no
26,admin.,soltero,secundaria,no,66,sí,no,celular,14,may,451,1,339,3,fracaso,no
29,technician,soltero,secundaria,no,500,sí,no,celular,14,may,273,3,-1,0,desconocido,no
31,self-employed,soltero,terciaria,no,17924,sí,no,celular,14,may,745,1,174,3,fracaso,sí
55,blue-collar,divorciado,primaria,no,8180,no,no,celular,14,may,854,2,360,1,fracaso,sí
39,services,casado,secundaria,no,20928,no,no,celular,14,may,1166,1,352,1,otro,no
48,blue-collar,casado,secundaria,no,503,sí,no,celular,14,may,105,1,-1,0,desconocido,no
34,blue-collar,casado,secundaria,no,2436,sí,no,celular,14,may,8,7,-1,0,desconocido,no
44,admin.,soltero,secundaria,no,275,sí,no,celular,14,may,7,5,367,4,fracaso,no
32,management,casado,terciaria,no,2431,sí,no,celular,14,may,646,5,-1,0,desconocido,sí
49,blue-collar,soltero,primaria,no,87,sí,no,teléfono,14,may,162,2,-1,0,desconocido,no
37,technician,casado,secundaria,no,720,sí,no,celular,14,may,365,6,36,3,fracaso,no
37,admin.,divorciado,secundaria,no,0,sí,sí,celular,14,may,17,7,-1,0,desconocido,no
40,unemployed,casado,secundaria,no,270,sí,no,celular,14,may,255,2,345,1,fracaso,no
40,technician,casado,terciaria,no,253,sí,no,celular,14,may,377,4,280,2,otro,no
43,management,casado,primaria,no,62,sí,no,celular,14,may,133,1,300,3,fracaso,no
37,admin.,soltero,secundaria,no,9,sí,no,celular,14,may,165,1,-1,0,desconocido,no
35,services,casado,secundaria,no,341,sí,no,celular,14,may,345,1,-1,0,desconocido,sí
48,blue-collar,divorciado,primaria,no,194,sí,no,celular,14,may,263,1,-1,0,desconocido,no
35,admin.,casado,secundaria,no,3863,sí,no,celular,14,may,125,1,175,1,fracaso,no
50,blue-collar,divorciado,primaria,no,1629,sí,no,celular,14,may,67,1,-1,0,desconocido,no
31,services,casado,secundaria,no,640,sí,no,celular,14,may,411,2,-1,0,desconocido,no
35,management,soltero,terciaria,no,-146,sí,no,celular,14,may,279,1,266,1,fracaso,no
35,blue-collar,soltero,secundaria,no,4963,sí,no,celular,14,may,456,1,300,1,fracaso,sí
33,blue-collar,casado,secundaria,no,705,sí,no,celular,14,may,112,2,-1,0,desconocido,no
35,services,soltero,secundaria,no,35,sí,no,celular,14,may,152,1,-1,0,desconocido,no
31,admin.,casado,secundaria,no,8781,sí,no,celular,14,may,680,1,177,1,éxito,sí
28,blue-collar,casado,secundaria,no,373,sí,no,celular,14,may,10,9,344,1,fracaso,no
39,technician,soltero,secundaria,no,1355,sí,no,celular,14,may,1180,1,-1,0,desconocido,sí
39,management,soltero,terciaria,no,3202,sí,no,celular,14,may,14,8,-1,0,desconocido,no
48,admin.,divorciado,desconocido,no,-70,no,no,celular,14,may,243,1,-1,0,desconocido,no
29,admin.,casado,secundaria,no,6429,sí,sí,celular,14,may,535,1,352,2,fracaso,no
49,entrepreneur,divorciado,secundaria,no,816,sí,no,celular,14,may,12,7,-1,0,desconocido,no
29,blue-collar,soltero,desconocido,no,913,sí,no,teléfono,14,may,188,1,352,2,fracaso,no
38,technician,soltero,secundaria,no,1211,sí,no,celular,14,may,498,1,358,1,éxito,no
53,services,divorciado,primaria,no,146,sí,no,celular,14,may,149,1,370,1,fracaso,no
28,services,casado,secundaria,no,0,sí,no,teléfono,14,may,62,7,-1,0,desconocido,no
50,blue-collar,casado,secundaria,no,-581,sí,no,celular,14,may,877,2,345,5,fracaso,no
40,admin.,soltero,primaria,no,846,sí,no,celular,14,may,204,1,-1,0,desconocido,no
48,admin.,divorciado,secundaria,no,-407,sí,no,celular,14,may,210,2,352,1,fracaso,no
54,retired,casado,secundaria,no,1139,sí,no,celular,14,may,155,1,177,7,fracaso,no
34,management,casado,terciaria,no,902,sí,no,celular,14,may,159,1,367,2,otro,no
28,admin.,divorciado,secundaria,no,-504,sí,sí,celular,14,may,578,1,-1,0,desconocido,sí
59,management,casado,terciaria,no,2260,sí,no,celular,14,may,303,1,-1,0,desconocido,no
31,blue-collar,soltero,secundaria,no,183,sí,no,celular,14,may,258,1,300,1,éxito,no
55,management,casado,primaria,no,366,sí,no,celular,14,may,161,1,364,1,fracaso,no
26,admin.,soltero,secundaria,sí,-930,sí,no,celular,14,may,786,1,-1,0,desconocido,sí
39,management,casado,terciaria,no,1738,sí,no,celular,14,may,633,1,358,1,otro,sí
29,management,soltero,terciaria,no,21,sí,no,celular,14,may,107,4,371,3,fracaso,no
46,management,divorciado,terciaria,no,233,sí,sí,celular,14,may,57,4,-1,0,desconocido,no
48,blue-collar,casado,primaria,no,214,sí,sí,celular,14,may,307,1,177,2,fracaso,sí
39,technician,soltero,secundaria,no,-237,sí,no,celular,14,may,64,2,-1,0,desconocido,no
42,blue-collar,soltero,primaria,no,22,sí,no,celular,14,may,116,4,365,1,fracaso,no
35,blue-collar,casado,primaria,no,113,sí,no,celular,14,may,318,3,-1,0,desconocido,no
30,technician,casado,secundaria,no,0,sí,no,celular,14,may,47,3,-1,0,desconocido,no
23,admin.,soltero,secundaria,no,21,sí,sí,celular,14,may,183,3,-1,0,desconocido,no
37,blue-collar,casado,desconocido,no,969,sí,no,celular,14,may,343,2,-1,0,desconocido,no
25,student,soltero,secundaria,no,963,sí,no,teléfono,14,may,230,4,301,1,fracaso,no
28,admin.,soltero,secundaria,no,3,no,no,celular,14,may,138,2,-1,0,desconocido,no
42,blue-collar,casado,primaria,no,142,sí,no,celular,14,may,11,5,-1,0,desconocido,no
28,blue-collar,casado,primaria,no,206,sí,no,celular,14,may,155,2,-1,0,desconocido,no
55,retired,casado,secundaria,no,785,sí,no,celular,14,may,47,1,370,2,fracaso,no
42,entrepreneur,casado,secundaria,no,718,sí,no,celular,14,may,201,2,365,2,fracaso,no
33,blue-collar,casado,secundaria,no,687,sí,no,celular,14,may,72,2,370,1,fracaso,no
39,management,casado,terciaria,no,1090,sí,no,celular,14,may,11,5,-1,0,desconocido,no
45,blue-collar,casado,primaria,no,345,sí,no,teléfono,14,may,289,3,-1,0,desconocido,no
43,technician,casado,secundaria,no,38,sí,no,celular,14,may,273,1,-1,0,desconocido,no
30,admin.,soltero,secundaria,no,43,sí,no,celular,14,may,91,1,370,2,fracaso,no
40,blue-collar,casado,primaria,no,3705,sí,no,celular,14,may,23,1,332,1,fracaso,no
28,technician,soltero,terciaria,no,375,sí,no,celular,14,may,43,1,350,1,otro,no
43,management,casado,terciaria,no,-271,sí,sí,teléfono,14,may,121,1,-1,0,desconocido,no
40,blue-collar,divorciado,secundaria,no,973,no,no,celular,14,may,449,1,-1,0,desconocido,sí
50,management,casado,secundaria,no,125,sí,sí,celular,14,may,8,5,-1,0,desconocido,no
30,blue-collar,casado,secundaria,no,15,sí,sí,celular,14,may,524,1,370,2,fracaso,no
37,blue-collar,casado,primaria,no,397,sí,no,teléfono,14,may,13,5,-1,0,desconocido,no
48,management,divorciado,terciaria,no,541,sí,no,celular,14,may,72,1,363,2,otro,no
46,blue-collar,casado,secundaria,no,431,sí,no,celular,14,may,157,4,367,1,fracaso,no
60,blue-collar,casado,secundaria,no,1407,sí,no,celular,14,may,112,1,370,1,fracaso,no
34,blue-collar,casado,secundaria,no,175,sí,no,celular,14,may,50,2,364,2,fracaso,no
43,entrepreneur,casado,primaria,no,2315,sí,sí,celular,14,may,42,1,-1,0,desconocido,no
41,blue-collar,soltero,secundaria,no,1880,no,sí,celular,14,may,35,1,356,10,otro,no
33,blue-collar,soltero,secundaria,no,142,sí,no,celular,14,may,123,1,360,3,otro,no
43,technician,soltero,secundaria,no,214,sí,no,celular,14,may,335,1,-1,0,desconocido,no
32,admin.,casado,secundaria,no,684,sí,no,celular,14,may,607,3,-1,0,desconocido,sí
30,blue-collar,casado,secundaria,no,-97,sí,sí,celular,14,may,255,1,356,1,otro,no
34,blue-collar,soltero,secundaria,no,1351,sí,no,celular,14,may,334,2,-1,0,desconocido,no
55,retired,casado,primaria,no,-966,no,sí,celular,14,may,104,1,-1,0,desconocido,no
29,management,casado,secundaria,no,231,no,no,celular,14,may,1075,1,14,1,fracaso,sí
35,management,casado,terciaria,no,1212,sí,no,celular,14,may,235,1,352,1,otro,no
40,blue-collar,casado,primaria,no,637,sí,no,celular,14,may,200,1,-1,0,desconocido,no
31,blue-collar,casado,secundaria,no,625,sí,no,celular,14,may,137,3,-1,0,desconocido,no
37,technician,divorciado,secundaria,no,5957,sí,no,celular,14,may,64,3,177,2,fracaso,no
41,blue-collar,casado,secundaria,no,580,sí,no,celular,14,may,874,1,363,1,fracaso,sí
28,management,soltero,terciaria,no,1027,sí,no,celular,14,may,433,1,-1,0,desconocido,no
31,management,casado,terciaria,no,0,sí,no,celular,14,may,215,1,-1,0,desconocido,no
31,technician,soltero,secundaria,no,7567,no,no,celular,14,may,287,1,276,2,fracaso,no
51,blue-collar,soltero,secundaria,no,708,sí,no,teléfono,14,may,391,1,364,1,fracaso,no
46,housemaid,soltero,secundaria,no,198,sí,no,celular,14,may,93,1,350,1,otro,no
57,services,casado,secundaria,no,0,sí,no,celular,14,may,16,9,282,3,otro,no
28,student,casado,secundaria,no,704,sí,sí,celular,14,may,171,3,-1,0,desconocido,no
26,technician,soltero,terciaria,no,468,sí,no,celular,14,may,221,2,364,1,fracaso,no
